;Time Interval;Average Packet Size;Average Packet Intervals;Inbound Packets;Outbound Packets;Total Packets;Persona
747;(373.5, 374.0);1131.0337837837837;0.003403662162162161;77;71;148;1
748;(374.0, 374.5);1061.993865030675;0.0029213558282208587;84;79;163;1
749;(374.5, 375.0);1064.2517482517483;0.0034524755244755203;65;78;143;1
750;(375.0, 375.5);1096.909090909091;0.0033759580419580404;66;77;143;1
751;(375.5, 376.0);1084.751677852349;0.003298355704697985;74;75;149;1
752;(376.0, 376.5);1099.6827586206896;0.003389951724137931;69;76;145;1
753;(376.5, 377.0);1099.0071428571428;0.003501707142857141;64;76;140;1
754;(377.0, 377.5);1039.6887417218543;0.0032243774834437096;66;85;151;1
755;(377.5, 378.0);1009.45;0.0030824437499999994;69;91;160;1
756;(378.0, 378.5);956.9426751592357;0.003082108280254775;63;94;157;1
757;(378.5, 379.0);1033.4968944099378;0.0030497080745341613;75;86;161;1
758;(379.0, 379.5);1062.1748251748252;0.003474440559440557;63;80;143;1
759;(379.5, 380.0);1096.2702702702702;0.0032907770270270247;77;71;148;1
760;(380.0, 380.5);1087.0070422535211;0.0034465422535211255;66;76;142;1
761;(380.5, 381.0);1062.6644295302012;0.0033249395973154335;71;78;149;1
762;(381.0, 381.5);1089.611111111111;0.0034739861111111096;67;77;144;1
763;(381.5, 382.0);964.3076923076923;0.0030584423076923067;67;89;156;1
764;(382.0, 382.5);976.3098591549295;0.0034406338028168996;51;91;142;1
765;(382.5, 383.0);1030.6637168141592;0.004381902654867256;69;44;113;1
766;(383.0, 383.5);1051.1743119266055;0.004548633027522936;60;49;109;1
767;(383.5, 384.0);1025.874074074074;0.003642733333333331;81;54;135;1
768;(384.0, 384.5);1026.4016393442623;0.004064155737704916;73;49;122;1
769;(384.5, 385.0);932.472;0.004017119999999999;77;48;125;1
770;(385.0, 385.5);955.7538461538461;0.003723815384615384;84;46;130;1
771;(385.5, 386.0);966.390977443609;0.0035885338345864656;77;56;133;1
772;(386.0, 386.5);1037.9917355371902;0.004134760330578512;78;43;121;1
773;(386.5, 387.0);948.4809160305343;0.0037533511450381675;85;46;131;1
774;(387.0, 387.5);912.3565217391305;0.0042754260869565215;73;42;115;1
775;(387.5, 388.0);873.6538461538462;0.004832913461538462;71;33;104;1
776;(388.0, 388.5);967.8018867924528;0.004573443396226415;66;40;106;1
777;(388.5, 389.0);959.704347826087;0.0042968347826086925;68;47;115;1
778;(389.0, 389.5);944.59375;0.0037309062500000003;76;52;128;1
779;(389.5, 390.0);994.6511627906976;0.0039002790697674414;73;56;129;1
780;(390.0, 390.5);969.4876033057851;0.003915347107438016;67;54;121;1
781;(390.5, 391.0);1068.892561983471;0.004023735537190081;70;51;121;1
782;(391.0, 391.5);1027.946153846154;0.003895400000000001;71;59;130;1
783;(391.5, 392.0);1035.4621848739496;0.004254924369747897;64;55;119;1
784;(392.0, 392.5);1023.439024390244;0.004023569105691057;66;57;123;1
785;(392.5, 393.0);934.2954545454545;0.003671628787878786;75;57;132;1
786;(393.0, 393.5);920.0820895522388;0.0036038880597014916;77;57;134;1
787;(393.5, 394.0);1009.5748031496063;0.0036504645669291303;68;59;127;1
788;(394.0, 394.5);975.4153846153846;0.003824323076923077;69;61;130;1
789;(394.5, 395.0);947.2926829268292;0.003938040650406502;69;54;123;1
790;(395.0, 395.5);924.1652892561983;0.004070330578512396;70;51;121;1
791;(395.5, 396.0);1018.6198347107438;0.003917504132231406;68;53;121;1
792;(396.0, 396.5);1068.9923076923078;0.0038536692307692315;69;61;130;1
793;(396.5, 397.0);966.1007194244604;0.0035064964028776982;72;67;139;1
794;(397.0, 397.5);1037.8625954198474;0.0038365648854961822;68;63;131;1
795;(397.5, 398.0);1059.7751937984497;0.0038007829457364323;72;57;129;1
796;(398.0, 398.5);932.491935483871;0.0038684516129032253;67;57;124;1
797;(398.5, 399.0);1050.4920634920634;0.00391174603174603;72;54;126;1
798;(399.0, 399.5);1026.5;0.0036602279411764695;72;64;136;1
799;(399.5, 400.0);1082.8951612903227;0.003945443548387096;66;58;124;1
800;(400.0, 400.5);1015.8432835820895;0.003615246268656715;71;63;134;1
801;(400.5, 401.0);988.5036496350365;0.003581007299270073;74;63;137;1
802;(401.0, 401.5);1003.5454545454545;0.004009669421487604;63;58;121;1
803;(401.5, 402.0);981.7751937984497;0.00379313953488372;71;58;129;1
804;(402.0, 402.5);1018.5952380952381;0.00398722222222222;71;55;126;1
805;(402.5, 403.0);1013.5952380952381;0.0038837142857142846;68;58;126;1
806;(403.0, 403.5);1007.5409836065573;0.003942934426229508;72;50;122;1
807;(403.5, 404.0);1059.3461538461538;0.0038966923076923093;69;61;130;1
808;(404.0, 404.5);991.8740740740741;0.003670511111111109;71;64;135;1
809;(404.5, 405.0);1019.8503937007874;0.0036978818897637784;65;62;127;1
810;(405.0, 405.5);1040.3;0.0034916071428571427;76;64;140;1
811;(405.5, 406.0);1029.7424242424242;0.0036520757575757563;70;62;132;1
812;(406.0, 406.5);1049.234375;0.0038797968750000013;66;62;128;1
813;(406.5, 407.0);1050.7094017094016;0.00413323076923077;61;56;117;1
814;(407.0, 407.5);1061.9366197183099;0.003532718309859153;78;64;142;1
815;(407.5, 408.0);983.6764705882352;0.0035190808823529407;75;61;136;1
816;(408.0, 408.5);973.7615384615384;0.0038055846153846142;68;62;130;1
817;(408.5, 409.0);986.5573770491803;0.004096081967213114;69;53;122;1
818;(409.0, 409.5);1035.121951219512;0.004029284552845527;65;58;123;1
819;(409.5, 410.0);1048.3548387096773;0.00396633064516129;64;60;124;1
820;(410.0, 410.5);1008.9527559055118;0.003893511811023621;63;64;127;1
821;(410.5, 411.0);963.6616541353384;0.0035366691729323317;77;56;133;1
822;(411.0, 411.5);922.8888888888889;0.004579148148148146;65;43;108;1
823;(411.5, 412.0);876.5230769230769;0.003737123076923077;71;59;130;1
824;(412.0, 412.5);965.3421052631579;0.004463789473684208;65;49;114;1
825;(412.5, 413.0);964.544;0.003749575999999999;67;58;125;1
826;(413.0, 413.5);944.7226890756302;0.00418796638655462;70;49;119;1
827;(413.5, 414.0);919.9083333333333;0.00406535833333333;68;52;120;1
828;(414.0, 414.5);969.655462184874;0.0041975966386554615;63;56;119;1
829;(414.5, 415.0);926.7652173913043;0.0042537478260869545;67;48;115;1
830;(415.0, 415.5);903.4710743801653;0.0036904380165289235;69;52;121;1
831;(415.5, 416.0);882.1981132075472;0.004749981132075471;70;36;106;1
832;(416.0, 416.5);980.8684210526316;0.004320526315789472;67;47;114;1
833;(416.5, 417.0);992.3730158730159;0.004040944444444445;66;60;126;1
834;(417.0, 417.5);997.16;0.0038118959999999986;70;55;125;1
835;(417.5, 418.0);928.8679245283018;0.004729433962264151;66;40;106;1
836;(418.0, 418.5);929.3893805309734;0.004225292035398227;70;43;113;1
837;(418.5, 419.0);993.3783783783783;0.004473324324324324;62;49;111;1
838;(419.0, 419.5);922.21875;0.0036821406249999983;72;56;128;1
839;(419.5, 420.0);975.9426229508197;0.00394989344262295;70;52;122;1
840;(420.0, 420.5);1028.532110091743;0.003949321100917431;60;49;109;1
841;(420.5, 421.0);1038.4661016949153;0.004219406779661015;53;65;118;0
842;(421.0, 421.5);1039.1304347826087;0.0035481304347826084;74;64;138;0
843;(421.5, 422.0);1035.3125;0.0034662013888888885;80;64;144;0
844;(422.0, 422.5);1053.9485294117646;0.003675544117647057;80;56;136;0
845;(422.5, 423.0);1002.8905109489051;0.0036477591240875904;68;69;137;0
846;(423.0, 423.5);1036.8992248062016;0.0037028837209302306;67;62;129;0
847;(423.5, 424.0);1049.8059701492537;0.003673119402985075;74;60;134;0
848;(424.0, 424.5);1041.7131782945737;0.0038629999999999975;66;63;129;0
849;(424.5, 425.0);1038.978417266187;0.0035906978417266184;74;65;139;0
850;(425.0, 425.5);1013.3015873015873;0.0037018333333333335;69;57;126;0
851;(425.5, 426.0);927.9044117647059;0.0036669411764705877;72;64;136;0
852;(426.0, 426.5);936.5;0.0047776326530612236;69;29;98;0
853;(426.5, 427.0);868.3786407766991;0.004748543689320387;75;28;103;0
854;(427.0, 427.5);940.0849056603773;0.004559311320754714;67;39;106;0
855;(427.5, 428.0);949.7204301075269;0.005174741935483872;73;20;93;0
856;(428.0, 428.5);945.62;0.004854859999999999;69;31;100;0
857;(428.5, 429.0);994.8720930232558;0.005829162790697674;67;19;86;0
858;(429.0, 429.5);987.9565217391304;0.005369608695652172;70;22;92;0
859;(429.5, 430.0);1020.5;0.005324042553191488;71;23;94;0
860;(430.0, 430.5);961.71875;0.004956885416666665;73;23;96;0
861;(430.5, 431.0);940.0792079207921;0.004940217821782176;78;23;101;0
862;(431.0, 431.5);999.1022727272727;0.005544931818181819;69;19;88;0
863;(431.5, 432.0);987.8111111111111;0.005478733333333331;70;20;90;0
864;(432.0, 432.5);989.0425531914893;0.00532677659574468;73;21;94;0
865;(432.5, 433.0);1018.3333333333334;0.005103895833333332;77;19;96;0
866;(433.0, 433.5);991.3736263736264;0.005113582417582415;69;22;91;0
867;(433.5, 434.0);1020.9230769230769;0.005150747252747254;74;17;91;0
868;(434.0, 434.5);913.4842105263158;0.004875915789473686;74;21;95;0
869;(434.5, 435.0);985.5747126436781;0.005625333333333333;70;17;87;0
870;(435.0, 435.5);961.2647058823529;0.00465442156862745;84;18;102;0
871;(435.5, 436.0);1086.482142857143;0.004297080357142855;74;38;112;0
872;(436.0, 436.5);978.0650406504066;0.004073113821138211;75;48;123;0
873;(436.5, 437.0);1032.0681818181818;0.005503465909090908;72;16;88;0
874;(437.0, 437.5);1026.8444444444444;0.005537355555555555;70;20;90;0
875;(437.5, 438.0);996.2173913043479;0.005393608695652173;74;18;92;0
876;(438.0, 438.5);961.3258426966293;0.005491786516853932;73;16;89;0
877;(438.5, 439.0);1030.1222222222223;0.005538822222222221;74;16;90;0
878;(439.0, 439.5);1013.0;0.005797714285714286;68;16;84;0
879;(439.5, 440.0);1012.3118279569892;0.0051883118279569896;79;14;93;0
880;(440.0, 440.5);970.1263157894737;0.005200873684210524;74;21;95;0
881;(440.5, 441.0);1021.0;0.0051634680851063855;75;19;94;0
882;(441.0, 441.5);1012.1612903225806;0.005275064516129031;75;18;93;0
883;(441.5, 442.0);908.0754716981132;0.004501132075471697;81;25;106;0
884;(442.0, 442.5);1042.6842105263158;0.004973231578947368;77;18;95;0
885;(442.5, 443.0);964.6464646464647;0.005079090909090909;78;21;99;0
886;(443.0, 443.5);987.5263157894736;0.0051489473684210516;79;16;95;0
887;(443.5, 444.0);1008.625;0.005221635416666666;76;20;96;0
888;(444.0, 444.5);1037.4242424242425;0.004998535353535354;82;17;99;0
889;(444.5, 445.0);987.75;0.005496684782608695;74;18;92;0
890;(445.0, 445.5);902.0275229357799;0.004317293577981649;81;28;109;0
891;(445.5, 446.0);966.89;0.004762480000000001;80;20;100;0
892;(446.0, 446.5);1001.0531914893617;0.005151925531914893;75;19;94;0
893;(446.5, 447.0);1007.6875;0.005037802083333333;77;19;96;0
894;(447.0, 447.5);970.3875;0.006124074999999998;62;18;80;0
895;(447.5, 448.0);972.4395604395604;0.005586384615384615;72;19;91;0
896;(448.0, 448.5);955.4880952380952;0.005796773809523807;65;19;84;0
897;(448.5, 449.0);951.3977272727273;0.005710477272727273;69;19;88;0
898;(449.0, 449.5);871.4516129032259;0.005204666666666665;71;22;93;0
899;(449.5, 450.0);989.7764705882353;0.005670364705882353;69;16;85;0
900;(450.0, 450.5);937.8181818181819;0.005410943181818181;70;18;88;0
901;(450.5, 451.0);964.3225806451613;0.00546779569892473;72;21;93;0
902;(451.0, 451.5);905.8522727272727;0.005608670454545452;70;18;88;0
903;(451.5, 452.0);955.0760869565217;0.005358423913043476;74;18;92;0
904;(452.0, 452.5);954.6235294117647;0.0059951647058823524;66;19;85;0
905;(452.5, 453.0);956.42;0.004844259999999998;74;26;100;0
906;(453.0, 453.5);922.4285714285714;0.005383835164835164;71;20;91;0
907;(453.5, 454.0);958.6914893617021;0.005426021276595746;72;22;94;0
908;(454.0, 454.5);999.3658536585366;0.005975499999999998;67;15;82;0
909;(454.5, 455.0);998.8735632183908;0.005697298850574714;71;16;87;0
910;(455.0, 455.5);1006.6888888888889;0.005331766666666665;73;17;90;0
911;(455.5, 456.0);1003.7362637362637;0.005467857142857142;71;20;91;0
912;(456.0, 456.5);1009.2857142857143;0.0058023690476190475;68;16;84;0
913;(456.5, 457.0);913.0769230769231;0.004865384615384615;78;26;104;0
914;(457.0, 457.5);1023.3837209302326;0.005504976744186047;68;18;86;0
915;(457.5, 458.0);1013.8720930232558;0.0055395581395348845;68;18;86;0
916;(458.0, 458.5);1036.685393258427;0.00546405617977528;73;16;89;0
917;(458.5, 459.0);1043.5842696629213;0.00566267415730337;72;17;89;0
918;(459.0, 459.5);1032.3516483516485;0.005500868131868132;74;17;91;0
919;(459.5, 460.0);1013.6785714285714;0.00593577380952381;64;20;84;0
920;(460.0, 460.5);990.6082474226804;0.004742917525773194;80;17;97;0
921;(460.5, 461.0);958.8247422680413;0.004994422680412371;74;23;97;0
922;(461.0, 461.5);1038.6421052631579;0.005265663157894738;76;19;95;0
923;(461.5, 462.0);1033.3958333333333;0.0052255729166666666;79;17;96;0
924;(462.0, 462.5);997.8735632183908;0.005739183908045975;67;20;87;0
925;(462.5, 463.0);1001.0918367346939;0.005104000000000001;80;18;98;0
926;(463.0, 463.5);1034.0;0.0052928064516129004;75;18;93;0
927;(463.5, 464.0);1037.125;0.00527678125;80;16;96;0
928;(464.0, 464.5);934.979797979798;0.004626575757575756;78;21;99;0
929;(464.5, 465.0);1064.86;0.00494619;84;16;100;0
930;(465.0, 465.5);1025.637254901961;0.004778735294117647;85;17;102;0
931;(465.5, 466.0);1018.69;0.005036629999999999;80;20;100;0
932;(466.0, 466.5);1023.9375;0.004906427083333332;78;18;96;0
933;(466.5, 467.0);1065.6929824561403;0.0044907456140350875;96;18;114;0
934;(467.0, 467.5);1077.4336283185842;0.004374442477876104;95;18;113;0
935;(467.5, 468.0);1002.1240310077519;0.003820457364341086;100;29;129;0
936;(468.0, 468.5);1015.5;0.0042225775862068955;98;18;116;0
937;(468.5, 469.0);1031.4112903225807;0.003958096774193547;103;21;124;0
938;(469.0, 469.5);1073.7478991596638;0.004171378151260504;101;18;119;0
939;(469.5, 470.0);1070.3274336283187;0.004373283185840709;95;18;113;0
940;(470.0, 470.5);1095.6950354609928;0.003580794326241135;121;20;141;0
941;(470.5, 471.0);1074.9242424242425;0.003687189393939395;113;19;132;0
942;(471.0, 471.5);1097.7230769230769;0.003784692307692307;112;18;130;0
943;(471.5, 472.0);1021.9006622516556;0.0032697350993377483;121;30;151;0
944;(472.0, 472.5);1090.7185185185185;0.0037184740740740735;118;17;135;0
945;(472.5, 473.0);1092.390977443609;0.0036183609022556406;113;20;133;0
946;(473.0, 473.5);1077.216;0.003965880000000001;107;18;125;0
947;(473.5, 474.0);1102.6953642384105;0.003157119205298014;131;20;151;0
948;(474.0, 474.5);1096.7482014388488;0.003600633093525181;118;21;139;0
949;(474.5, 475.0);1099.1;0.003617585714285714;122;18;140;0
950;(475.0, 475.5);1074.1492537313434;0.0035650746268656728;113;21;134;0
951;(475.5, 476.0);1050.979020979021;0.00329404895104895;121;22;143;0
952;(476.0, 476.5);1116.4701492537313;0.003797194029850744;117;17;134;0
953;(476.5, 477.0);1123.2348484848485;0.0037102272727272717;117;15;132;0
954;(477.0, 477.5);1087.823076923077;0.003797138461538461;106;24;130;0
955;(477.5, 478.0);1055.9204545454545;0.0028466193181818163;133;43;176;0
956;(478.0, 478.5);1069.6709677419356;0.003131606451612903;115;40;155;0
957;(478.5, 479.0);1086.6099290780141;0.0034960425531914883;115;26;141;0
958;(479.0, 479.5);1032.1666666666667;0.0030619400000000013;127;23;150;0
959;(479.5, 480.0);1066.4615384615386;0.003927300000000001;113;17;130;0
960;(480.0, 480.5);1102.237037037037;0.0036403037037037026;120;15;135;0
961;(480.5, 481.0);1097.25;0.0035521928571428567;119;21;140;0
962;(481.0, 481.5);1090.7692307692307;0.0034774125874125865;121;22;143;0
963;(481.5, 482.0);1113.7537313432836;0.0036944328358208974;117;17;134;1
964;(482.0, 482.5);1136.012658227848;0.0030979683544303796;118;40;158;1
965;(482.5, 483.0);1108.611111111111;0.004022095238095237;62;64;126;1
966;(483.0, 483.5);1110.7961165048544;0.002378679611650485;144;62;206;1
967;(483.5, 484.0);1179.8954248366013;0.0032464248366013086;99;54;153;1
968;(484.0, 484.5);1131.8815789473683;0.003054302631578946;89;63;152;1
969;(484.5, 485.0);1169.6209150326797;0.0032623856209150312;96;57;153;1
970;(485.0, 485.5);1170.951871657754;0.0026400320855614963;139;48;187;1
971;(485.5, 486.0);1167.8940397350993;0.003141768211920529;105;46;151;1
972;(486.0, 486.5);1158.8193548387096;0.003132541935483871;107;48;155;1
973;(486.5, 487.0);1137.4189944134077;0.002783759776536312;129;50;179;1
974;(487.0, 487.5);1191.456375838926;0.003322288590604028;103;46;149;1
975;(487.5, 488.0);1157.922619047619;0.0028526011904761884;117;51;168;1
976;(488.0, 488.5);1183.1272727272728;0.0029156545454545437;114;51;165;1
977;(488.5, 489.0);1185.7902097902097;0.0035023426573426576;95;48;143;1
978;(489.0, 489.5);1164.5384615384614;0.0031626602564102557;105;51;156;1
979;(489.5, 490.0);1170.953642384106;0.0032455496688741695;102;49;151;1
980;(490.0, 490.5);1124.8590604026845;0.0031264228187919455;93;56;149;1
981;(490.5, 491.0);1082.590909090909;0.0031909090909090893;98;56;154;1
982;(491.0, 491.5);1157.006711409396;0.003356053691275167;99;50;149;1
983;(491.5, 492.0);1142.796052631579;0.003185802631578946;103;49;152;1
984;(492.0, 492.5);1167.5065789473683;0.0032875460526315767;103;49;152;1
985;(492.5, 493.0);1165.159420289855;0.0036409565217391288;88;50;138;1
986;(493.0, 493.5);1128.1059602649007;0.003235278145695363;98;53;151;1
987;(493.5, 494.0);1119.1688311688313;0.003250019480519481;99;55;154;1
988;(494.0, 494.5);1030.63309352518;0.003452172661870501;76;63;139;1
989;(494.5, 495.0);1089.8881118881118;0.003463902097902096;86;57;143;1
990;(495.0, 495.5);1101.1151079136691;0.0035162949640287766;84;55;139;1
991;(495.5, 496.0);1110.0222222222221;0.0036033925925925935;83;52;135;1
992;(496.0, 496.5);1089.1224489795918;0.005058877551020407;47;51;98;1
993;(496.5, 497.0);1111.9617834394905;0.002896745222929937;105;52;157;1
994;(497.0, 497.5);1087.6402877697842;0.003653539568345321;82;57;139;1
995;(497.5, 498.0);1040.2301587301588;0.003575000000000001;68;58;126;1
996;(498.0, 498.5);1018.2;0.003474855172413793;84;61;145;1
997;(498.5, 499.0);1005.560975609756;0.004001861788617885;80;43;123;1
998;(499.0, 499.5);1064.8983050847457;0.0042476016949152505;72;46;118;1
999;(499.5, 500.0);1119.7027027027027;0.004388252252252251;74;37;111;1
1000;(500.0, 500.5);1147.6306306306305;0.004388666666666666;73;38;111;1
1001;(500.5, 501.0);1138.482456140351;0.004245929824561404;79;35;114;1
1002;(501.0, 501.5);1126.7962962962963;0.004559453703703703;69;39;108;1
1003;(501.5, 502.0);1099.0877192982457;0.00427540350877193;75;39;114;1
1004;(502.0, 502.5);1121.485436893204;0.0046750679611650475;68;35;103;1
1005;(502.5, 503.0);1163.017094017094;0.004252034188034188;77;40;117;1
1006;(503.0, 503.5);1098.0105263157895;0.004902842105263158;63;32;95;1
1007;(503.5, 504.0);1090.7444444444445;0.005286500000000002;56;34;90;1
1008;(504.0, 504.5);1032.2235294117647;0.005778870588235296;55;30;85;1
1009;(504.5, 505.0);966.3958333333334;0.005373781250000002;57;39;96;1
1010;(505.0, 505.5);970.1203703703703;0.0045825648148148145;66;42;108;1
1011;(505.5, 506.0);953.3181818181819;0.004436727272727274;61;49;110;1
1012;(506.0, 506.5);1005.4907407407408;0.004619111111111109;68;40;108;1
1013;(506.5, 507.0);993.2169811320755;0.004407792452830191;61;45;106;1
1014;(507.0, 507.5);1001.25;0.004348336206896549;53;63;116;1
1015;(507.5, 508.0);993.9203539823009;0.004233194690265485;48;65;113;1
1016;(508.0, 508.5);976.9236641221374;0.0037868854961832063;65;66;131;1
1017;(508.5, 509.0);959.2936507936508;0.003885031746031743;58;68;126;1
1018;(509.0, 509.5);927.5365853658536;0.0038989593495934965;50;73;123;1
1019;(509.5, 510.0);965.3675213675214;0.004222923076923075;57;60;117;1
1020;(510.0, 510.5);961.0808080808081;0.004697666666666666;54;45;99;1
1021;(510.5, 511.0);949.1176470588235;0.004733470588235293;58;44;102;1
1022;(511.0, 511.5);947.375;0.0037364249999999994;81;39;120;1
1023;(511.5, 512.0);881.3875968992248;0.003942201550387598;85;44;129;1
1024;(512.0, 512.5);921.8018867924528;0.004478716981132075;65;41;106;1
1025;(512.5, 513.0);848.4360902255639;0.0037084511278195472;81;52;133;1
1026;(513.0, 513.5);863.6484375;0.0036631406249999997;81;47;128;1
1027;(513.5, 514.0);878.1121495327103;0.004603084112149535;68;39;107;1
1028;(514.0, 514.5);937.2416666666667;0.004069383333333332;81;39;120;1
1029;(514.5, 515.0);945.5565217391304;0.0043099913043478265;70;45;115;1
1030;(515.0, 515.5);872.516393442623;0.003991983606557376;77;45;122;1
1031;(515.5, 516.0);848.6796875;0.003731484374999999;80;48;128;1
1032;(516.0, 516.5);846.9291338582677;0.003821503937007873;85;42;127;1
1033;(516.5, 517.0);785.8220338983051;0.00405656779661017;71;47;118;1
1034;(517.0, 517.5);875.6229508196722;0.003951155737704918;72;50;122;1
1035;(517.5, 518.0);867.5210084033613;0.004122756302521006;67;52;119;1
1036;(518.0, 518.5);851.1138211382114;0.003949780487804878;74;49;123;1
1037;(518.5, 519.0);852.9112903225806;0.003983903225806451;70;54;124;1
1038;(519.0, 519.5);882.2622950819672;0.003967426229508198;70;52;122;1
1039;(519.5, 520.0);888.8672566371681;0.00447614159292035;60;53;113;1
1040;(520.0, 520.5);841.472;0.0038312319999999995;65;60;125;1
1041;(520.5, 521.0);880.5895522388059;0.003756723880597014;76;58;134;1
1042;(521.0, 521.5);977.1940298507462;0.0036985895522388037;75;59;134;1
1043;(521.5, 522.0);991.4166666666666;0.004150666666666666;75;45;120;1
1044;(522.0, 522.5);1030.909090909091;0.0038070661157024776;65;56;121;1
1045;(522.5, 523.0);995.2301587301587;0.003921499999999998;70;56;126;1
1046;(523.0, 523.5);989.3414634146342;0.004051577235772356;64;59;123;1
1047;(523.5, 524.0);1024.3688524590164;0.004105680327868852;69;53;122;1
1048;(524.0, 524.5);960.875;0.0033711691176470577;77;59;136;1
1049;(524.5, 525.0);1003.5307692307692;0.0038780538461538456;73;57;130;1
1050;(525.0, 525.5);1026.6153846153845;0.0037616769230769237;78;52;130;1
1051;(525.5, 526.0);953.2926829268292;0.003990333333333332;75;48;123;1
1052;(526.0, 526.5);1048.486956521739;0.004188052173913043;67;48;115;1
1053;(526.5, 527.0);997.608;0.004037296;69;56;125;1
1054;(527.0, 527.5);1032.7080291970804;0.0035897518248175163;82;55;137;1
1055;(527.5, 528.0);987.952380952381;0.0038376269841269837;69;57;126;1
1056;(528.0, 528.5);1000.463768115942;0.003608362318840579;77;61;138;1
1057;(528.5, 529.0);1057.824;0.004006072000000001;72;53;125;1
1058;(529.0, 529.5);1034.7333333333333;0.0036939629629629623;79;56;135;1
1059;(529.5, 530.0);992.6746031746031;0.0038822222222222244;69;57;126;1
1060;(530.0, 530.5);1014.0583333333333;0.0042401666666666655;65;55;120;1
1061;(530.5, 531.0);981.3613445378152;0.004068487394957982;59;60;119;1
1062;(531.0, 531.5);1032.1076923076923;0.003840446153846153;73;57;130;1
1063;(531.5, 532.0);947.4621212121212;0.0035373409090909075;71;61;132;1
1064;(532.0, 532.5);994.7816901408451;0.0035900633802816904;90;52;142;1
1065;(532.5, 533.0);1038.0409836065573;0.003927745901639343;75;47;122;1
1066;(533.0, 533.5);966.3875968992248;0.0039120852713178285;76;53;129;1
1067;(533.5, 534.0);975.1367521367522;0.004127094017094015;63;54;117;1
1068;(534.0, 534.5);1009.6220472440945;0.003983952755905511;77;50;127;1
1069;(534.5, 535.0);997.1153846153846;0.003738730769230771;76;54;130;1
1070;(535.0, 535.5);941.5430463576159;0.0029818013245033127;93;58;151;1
1071;(535.5, 536.0);930.6382978723404;0.003368156028368795;81;60;141;1
1072;(536.0, 536.5);977.0225563909775;0.0038222857142857156;75;58;133;1
1073;(536.5, 537.0);999.5785123966942;0.004100314049586776;67;54;121;1
1074;(537.0, 537.5);1018.3253968253969;0.003920126984126984;71;55;126;1
1075;(537.5, 538.0);1024.5692307692307;0.003791823076923077;72;58;130;1
1076;(538.0, 538.5);1044.782258064516;0.003973338709677417;71;53;124;1
1077;(538.5, 539.0);1026.7404580152672;0.0038020763358778613;74;57;131;1
1078;(539.0, 539.5);958.4676258992806;0.003534064748201438;77;62;139;1
1079;(539.5, 540.0);1004.2204724409448;0.003812519685039369;70;57;127;1
1080;(540.0, 540.5);997.2595419847328;0.003822564885496183;74;57;131;1
1081;(540.5, 541.0);1029.6567164179105;0.0033375373134328363;79;55;134;0
1082;(541.0, 541.5);1022.6829268292682;0.004026308943089432;64;59;123;0
1083;(541.5, 542.0);1022.6507936507936;0.003763380952380951;72;54;126;0
1084;(542.0, 542.5);1035.6041666666667;0.0034708124999999986;86;58;144;0
1085;(542.5, 543.0);998.2248062015503;0.0037347286821705406;72;57;129;0
1086;(543.0, 543.5);974.3138686131387;0.0036984671532846714;77;60;137;0
1087;(543.5, 544.0);1040.0852713178294;0.0037705891472868216;74;55;129;0
1088;(544.0, 544.5);1011.198347107438;0.0040586859504132215;63;58;121;0
1089;(544.5, 545.0);1029.3111111111111;0.003616325925925926;80;55;135;0
1090;(545.0, 545.5);974.2781954887218;0.0037617518796992473;73;60;133;0
1091;(545.5, 546.0);965.4107142857143;0.004071499999999998;79;33;112;0
1092;(546.0, 546.5);991.0816326530612;0.004905551020408166;73;25;98;0
1093;(546.5, 547.0);981.6062992125984;0.003820496062992126;73;54;127;0
1094;(547.0, 547.5);1015.0709219858156;0.003542063829787234;84;57;141;0
1095;(547.5, 548.0);968.4961240310078;0.0037560232558139527;67;62;129;0
1096;(548.0, 548.5);979.4434782608696;0.00403855652173913;83;32;115;0
1097;(548.5, 549.0);1013.4947368421052;0.005068263157894737;75;20;95;0
1098;(549.0, 549.5);1005.3469387755102;0.0050472755102040825;76;22;98;0
1099;(549.5, 550.0);1038.5760869565217;0.0053192499999999985;75;17;92;0
1100;(550.0, 550.5);958.4;0.004515181818181819;81;29;110;0
1101;(550.5, 551.0);952.152380952381;0.0046394190476190455;80;25;105;0
1102;(551.0, 551.5);979.5148514851485;0.005041356435643561;77;24;101;0
1103;(551.5, 552.0);990.8105263157895;0.005191305263157894;75;20;95;0
1104;(552.0, 552.5);990.3333333333334;0.004244763157894737;79;35;114;0
1105;(552.5, 553.0);991.3703703703703;0.004616722222222222;79;29;108;0
1106;(553.0, 553.5);958.8217821782179;0.004709732673267324;74;27;101;0
1107;(553.5, 554.0);1002.3063063063063;0.004588648648648648;83;28;111;0
1108;(554.0, 554.5);912.2857142857143;0.004249267857142857;77;35;112;0
1109;(554.5, 555.0);988.3589743589744;0.0064976666666666655;57;21;78;0
1110;(555.0, 555.5);1053.8620689655172;0.004143577586206895;98;18;116;0
1111;(555.5, 556.0);1010.33;0.004617129999999998;81;19;100;0
1112;(556.0, 556.5);977.3775510204082;0.004958275510204079;74;24;98;0
1113;(556.5, 557.0);1009.2736842105263;0.00521022105263158;77;18;95;0
1114;(557.0, 557.5);1033.939393939394;0.004826939393939393;80;19;99;0
1115;(557.5, 558.0);953.5137614678899;0.004456155963302751;73;36;109;0
1116;(558.0, 558.5);910.569105691057;0.0036845203252032525;81;42;123;0
